ID_Client;Segment;Type_Client;Saison;Canal_reservation;Type_canal;Annulee;Mois_sejour;Sexe;Niveau_revenus;Pays;Province;Ville;Type_chambre;Numero_chambre;Nuits;Rev_Chambre;Tarif_applique;Rev_Banquet;Rev_Resto;Rev_Spa;Type_Forfait;Satisfaction_NPS;Total_Facture
AB-00109;Local_Spa;Externe;Basse;Booking.com;Intermediaire;Non;3;F;Faible;États-Unis;California;Non spécifié;Suite exécutive;98;0;0.0;805.7299999999999;0.0;30.276029192477004;148.38914100451498;Chambre Seule;9.976529946714658;228.78501932482183
AB-00110;Affaires_Solo;Interne;Basse;Trivago;Intermediaire;Oui;11;M;Moyen;Canada;Ontario;Toronto;Classique;44;0;0.0;267.32499999999993;0.0;0.0;0.0;Forfait Gastronomique;;0.0
AB-00111;Congressiste;Interne;Haute;Site Web de l'hôtel;Direct;Non;7;M;Faible;États-Unis;Autre;Non spécifié;Suite junior;86;1;483.18999999999994;483.18999999999994;645.3119893714127;56.725042523504364;0.0;Chambre Seule;6.292398053700239;526.3998346228643
AB-00112;Congressiste;Interne;Basse;Expedia;Intermediaire;Non;10;F;Faible;Canada;Ontario;Toronto;Classique;50;2;604.01;302.005;76.59562672354365;36.26345613907614;2.046853484658064;Chambre Seule;6.979393840072987;646.2955725285472
AB-00113;Local_Spa;Externe;Basse;Site Web de l'hôtel;Direct;Oui;11;M;Élevé;Europe;France;Lyon;Classique;4;0;0.0;267.32499999999993;0.0;0.0;0.0;Chambre Seule;;0.6023020994102644
AB-00114;Affaires_Solo;Interne;Basse;TripAdvisor;Intermediaire;Non;10;M;Faible;Europe;France;Marseille;Classique;51;3;906.015;302.005;0.0;101.66385420012315;0.0;Chambre Seule;7.1442444851349105;1042.4776607449883
AB-00115;Local_Gourmet;Externe;Haute;Téléphone à l'hôtel;Direct;Non;5;F;Faible;Europe;Autre;Non spécifié;Classique;47;0;0.0;302.005;0.0;162.35268342674124;0.0;Chambre Seule;5.612021481867716;176.66434212160416
AB-00116;Congressiste;Interne;Haute;Booking.com;Intermediaire;Non;8;F;Faible;États-Unis;New York;Buffalo;Classique;6;5;1799.0249999999996;359.80499999999995;225.72594189389145;64.6011107454126;39.00950352832198;Chambre Seule;5.502172047917921;1923.8140498301082
AB-00117;Congressiste;Interne;Basse;Courriel à l'hôtel;Direct;Non;6;M;Élevé;Canada;Québec;Gatineau;Classique;61;1;342.465;342.465;367.6389384733072;31.85340062909154;5.411464739549372;Chambre Seule;7.5152108837670655;384.19152715636244
AB-00118;Local_Gourmet;Externe;Basse;Téléphone à l'hôtel;Direct;Non;9;M;Faible;Canada;Autre;Non spécifié;deluxe;72;0;0.0;346.96999999999997;0.0;150.82029311826864;0.0;Forfait Gastronomique;7.438603194523739;154.2155420539002
AB-00119;Affaires_Solo;Interne;Basse;Site Web de l'hôtel;Direct;Non;6;F;Élevé;États-Unis;New York;Buffalo;Suite exécutive;97;1;969.3299999999998;969.3299999999998;0.0;98.59099360785586;15.847975557950281;Chambre Seule;7.483639441298782;1109.8106893391268
AB-00120;Local_Spa;Externe;Basse;Booking.com;Intermediaire;Non;2;M;Élevé;Canada;Ontario;Toronto;Classique;38;0;0.0;249.98499999999999;0.0;0.0;124.66135786923569;Chambre Seule;9.55166917431749;169.57909555687414
AB-00121;Local_Spa;Externe;Basse;Booking.com;Intermediaire;Non;8;F;Moyen;États-Unis;California;Non spécifié;Suite senior;92;0;0.0;715.8749999999999;0.0;8.087843634169015;141.3108333699056;Chambre Seule;9.143034236684;200.51103084889365
AB-00122;Local_Spa;Externe;Basse;Courriel à l'hôtel;Direct;Non;3;Autre;Élevé;États-Unis;New York;Buffalo;deluxe;78;0;0.0;309.28999999999996;0.0;5.734626708211389;117.13158896332753;Chambre Seule;9.37644006057139;149.48528048341095
AB-00123;Affaires_Solo;Interne;Basse;Courriel à l'hôtel;Direct;Non;9;M;Moyen;Canada;Ontario;Toronto;deluxe;82;6;2081.8199999999997;346.96999999999997;0.0;69.08977102164823;21.643879854253036;Chambre Seule;7.372997442145282;2199.983735043703
AB-00124;Local_Gourmet;Externe;Haute;Courriel à l'hôtel;Direct;Non;2;M;Élevé;États-Unis;New York;Buffalo;Classique;44;0;0.0;249.98499999999999;0.0;128.39466467299604;0.0;Forfait Gastronomique;5.406936923822985;127.21562051237285
AB-00125;Local_Spa;Externe;Basse;Booking.com;Intermediaire;Non;1;F;Élevé;Canada;Ontario;Toronto;Classique;29;0;0.0;215.30499999999998;0.0;11.450984399102788;103.6667691856572;Chambre Seule;9.359128842083889;153.23145371837015
AB-00126;Congressiste;Interne;Haute;Booking.com;Intermediaire;Non;5;F;Faible;Canada;Québec;Laval;Suite junior;90;2;881.9799999999999;440.98999999999995;1028.5329021861587;52.2896707972972;9.43240663651023;Chambre Seule;6.113071478353693;973.6653227625899
AB-00127;Congressiste;Interne;Haute;Courriel à l'hôtel;Direct;Non;12;M;Faible;Canada;Ontario;Mississauga;Classique;7;1;202.29999999999998;202.29999999999998;967.3457307620381;17.65134061282776;0.0;Chambre Seule;6.75116850903906;211.81111142280363
AB-00128;Local_Gourmet;Externe;Haute;Courriel à l'hôtel;Direct;Non;9;F;Moyen;Canada;Ontario;Ottawa;deluxe;74;0;0.0;346.96999999999997;0.0;172.8044006853592;0.0;Chambre Seule;5.895364464849714;184.42186345786743
AB-00129;Local_Spa;Externe;Basse;Téléphone à l'hôtel;Direct;Non;6;M;Moyen;États-Unis;California;Non spécifié;Classique;38;0;0.0;342.465;0.0;27.988749706632113;139.36585133573342;Forfait Gastronomique;9.958262071726423;212.9597450646252
AB-00130;Loisirs_Couple;Interne;Haute;Booking.com;Intermediaire;Non;2;F;Moyen;Europe;Autre;Non spécifié;Classique;46;5;1249.925;249.98499999999999;0.0;63.31525151159451;178.511866098455;Forfait Gastronomique;8.719608130432665;1546.6024460495835
AB-00131;Loisirs_Couple;Interne;Haute;Téléphone à l'hôtel;Direct;Non;1;M;Élevé;Canada;Ontario;Mississauga;Classique;23;1;215.30499999999998;215.30499999999998;0.0;21.657187878756694;154.39030896664275;Forfait Gastronomique;7.534118347981071;424.3286740126066
AB-00132;Affaires_Solo;Interne;Haute;Booking.com;Intermediaire;Non;9;F;Moyen;États-Unis;Autre;Non spécifié;Classique;8;6;1916.0699999999997;319.34499999999997;0.0;55.453773274923115;0.0;Forfait Gastronomique;5.7948186207091865;1977.7547803504756
AB-00133;Loisirs_Couple;Interne;Haute;Site Web de l'hôtel;Direct;Non;11;M;Moyen;Canada;Ontario;Mississauga;Classique;23;2;534.6499999999999;267.32499999999993;0.0;109.38340347076944;144.24646555098417;Forfait Gastronomique;8.412882046964048;831.8691118968646
AB-00134;Affaires_Solo;Interne;Haute;Google;Intermediaire;Non;1;M;Moyen;Canada;Ontario;Mississauga;Classique;49;4;861.2199999999999;215.30499999999998;0.0;52.07919923945429;3.2685144321522834;Chambre Seule;7.075377915384161;927.4921122315494
AB-00135;Affaires_Solo;Interne;Haute;Courriel à l'hôtel;Direct;Non;7;F;Élevé;Canada;Autre;Non spécifié;Classique;61;3;992.7149999999997;330.9049999999999;0.0;85.94291920319009;;Chambre Seule;5.711895076043233;1078.057968781171
AB-00136;Local_Gourmet;Externe;Basse;Hotels.com;Intermediaire;Oui;9;F;Faible;Autre;—;Non spécifié;Suite junior;90;0;0.0;466.31;0.0;0.0;0.0;Forfait Gastronomique;;15.499344050175399
AB-00137;Loisirs_Couple;Interne;Haute;Booking.com;Intermediaire;Non;4;F;Moyen;États-Unis;New York;Buffalo;Classique;28;5;1510.025;302.005;0.0;100.93694753878927;180.25582652548968;Forfait Gastronomique;8.926643003832119;1847.5556838524426
AB-00138;Local_Spa;Externe;Basse;Hotels.com;Intermediaire;Non;7;F;Faible;Europe;Autre;Non spécifié;Classique;32;0;0.0;330.9049999999999;0.0;2.3328442811368824;131.55258685658177;Chambre Seule;9.72683614421202;170.3638764607501
AB-00139;Local_Gourmet;Externe;Basse;Téléphone à l'hôtel;Direct;Non;10;F;Faible;Canada;Québec;Laval;Classique;40;0;0.0;302.005;0.0;153.58307452032247;0.0;Forfait Gastronomique;6.723736539624029;177.07655414605142
AB-00140;Affaires_Solo;Interne;Basse;Trip.com;Intermediaire;Non;8;F;Moyen;Canada;Québec;Gatineau;Classique;1;7;2518.6349999999998;359.80499999999995;0.0;61.25643752982034;0.0;Chambre Seule;7.879486965691306;2573.7084381184627
AB-00141;Loisirs_Couple;Interne;Haute;Expedia;Intermediaire;Non;5;F;Faible;Europe;Autre;Non spécifié;Suite junior;87;4;1763.9599999999998;440.98999999999995;0.0;82.04331221452246;196.55326686302615;Chambre Seule;9.329749663226398;2112.0014897039496
AB-00142;Loisirs_Couple;Interne;Haute;Site Web de l'hôtel;Direct;Non;2;F;Faible;Europe;France;Lyon;Classique;37;1;249.98499999999999;249.98499999999999;0.0;108.54830269061634;149.05461252932878;Forfait Gastronomique;8.830771880071433;576.2305567906296
AB-00143;Affaires_Solo;Interne;Basse;Expedia;Intermediaire;Non;6;F;Moyen;États-Unis;California;Non spécifié;Suite junior;88;1;500.06999999999994;500.06999999999994;0.0;98.3946007438128;0.0;Chambre Seule;6.853381831036425;592.2292284725817
AB-00144;Local_Gourmet;Externe;Basse;Booking.com;Intermediaire;Oui;6;M;Moyen;Canada;Québec;Québec;Classique;64;0;0.0;342.465;0.0;0.0;0.0;Forfait Gastronomique;;1.846338585323042
AB-00145;Congressiste;Interne;Basse;Trivago;Intermediaire;Non;3;F;Moyen;Canada;Québec;Gatineau;Suite senior;94;2;1132.7499999999998;566.3749999999999;295.65844011193195;55.58970971672237;0.0;Chambre Seule;8.009472713901843;1196.4975086308784
AB-00146;Local_Gourmet;Externe;Haute;Airbnb;Intermediaire;Non;2;M;Faible;États-Unis;Autre;Non spécifié;Suite exécutive;97;0;0.0;707.5699999999999;0.0;153.73676870314296;22.124761679666637;Forfait Gastronomique;5.348678798277943;205.690864474797
AB-00147;Local_Spa;Externe;Basse;Booking.com;Intermediaire;Non;7;M;Faible;Europe;France;Marseille;Classique;31;0;0.0;330.9049999999999;0.0;11.63846452439058;104.44407087734302;Chambre Seule;9.74168579260254;136.21009600859475
AB-00148;Affaires_Solo;Interne;Haute;Site Web de l'hôtel;Direct;Non;5;M;Faible;Canada;Québec;Québec;Classique;15;1;302.005;302.005;0.0;53.601204463505525;23.800277346167363;Chambre Seule;7.163123197912594;378.7021193290309
AB-00149;Loisirs_Couple;Interne;Haute;Expedia;Intermediaire;Non;3;F;Faible;Europe;Autre;Non spécifié;Classique;26;1;284.66499999999996;284.66499999999996;0.0;106.14590445432268;189.05034779856177;Forfait Gastronomique;8.376608076184919;652.4103626940541
AB-00150;Loisirs_Couple;Interne;Haute;Expedia;Intermediaire;Non;2;F;Faible;Europe;France;Paris;Classique;1;2;499.96999999999997;249.98499999999999;0.0;90.46365441264304;164.25747856837216;Forfait Gastronomique;8.31807174712727;815.9845887251231
AB-00151;Congressiste;Interne;Basse;TripAdvisor;Intermediaire;Non;10;F;Faible;Autre;—;Non spécifié;Classique;47;3;906.015;302.005;614.8240086930514;58.45128489221871;15.259256635836621;Chambre Seule;7.52448154401794;992.6533755114871
AB-00152;Congressiste;Interne;Basse;Expedia;Intermediaire;Non;5;F;Faible;Canada;Québec;Gatineau;Suite exécutive;98;1;854.81;854.81;327.96563769270557;47.11189289955808;0.0;Chambre Seule;7.056337731375695;910.0975642844836
AB-00153;Local_Gourmet;Externe;Haute;Courriel à l'hôtel;Direct;Non;10;M;Moyen;Canada;Québec;Montréal;Classique;22;0;0.0;302.005;0.0;170.91487171944195;38.821494395983144;Forfait Gastronomique;5.456545372378484;231.67405439037935
AB-00154;Local_Spa;Externe;Haute;Expedia;Intermediaire;Non;1;M;Élevé;États-Unis;New York;Rochester;Classique;17;0;0.0;215.30499999999998;0.0;12.08867824146301;;Chambre Seule;8.041030757431413;158.36283407215225
AB-00155;Congressiste;Interne;Haute;Autre OTA;Intermediaire;Non;1;F;Moyen;Canada;Ontario;Mississauga;Classique;64;5;1076.5249999999999;215.30499999999998;405.5499713227091;68.49861852877793;0.5250960408189762;Chambre Seule;5.282656002933278;1155.486829967707
AB-00156;Local_Spa;Externe;Basse;Expedia;Intermediaire;Non;11;F;Faible;Autre;—;Non spécifié;Classique;55;0;0.0;267.32499999999993;0.0;32.27515348330935;112.2433310851636;Chambre Seule;9.770195428280571;174.2754850620893
AB-00157;Loisirs_Couple;Interne;Basse;Expedia;Intermediaire;Non;8;M;Élevé;États-Unis;Autre;Non spécifié;deluxe;70;2;781.8599999999999;390.92999999999995;0.0;85.83499434479195;176.74642364080788;Forfait Gastronomique;9.777846214562429;1124.7065896237689
AB-00158;Affaires_Solo;Interne;Basse;Site Web de l'hôtel;Direct;Non;12;F;Élevé;États-Unis;California;Non spécifié;Classique;2;1;202.29999999999998;202.29999999999998;0.0;61.74592736986893;14.87892563592284;Chambre Seule;8.245471115121076;294.3014526426734
AB-00159;Affaires_Solo;Interne;Basse;Site Web de l'hôtel;Direct;Non;6;F;Faible;États-Unis;California;Non spécifié;Classique;21;1;342.465;342.465;0.0;45.2720277017975;52.3096818921365;Forfait Gastronomique;7.487496563503854;448.35378195972817
AB-00160;Congressiste;Interne;Basse;Téléphone à l'hôtel;Direct;Non;3;F;Élevé;Canada;Québec;Gatineau;deluxe;67;4;1237.1599999999999;309.28999999999996;135.2102041124124;23.144604969820822;19.266958238077784;Chambre Seule;7.357375868125356;1294.2316472626424
AB-00161;Local_Gourmet;Externe;Haute;Téléphone à l'hôtel;Direct;Non;12;F;Moyen;États-Unis;California;Non spécifié;Classique;24;0;0.0;202.29999999999998;0.0;162.00700986245624;0.0;Forfait Gastronomique;6.21483416711863;168.46089414642867
AB-00162;Congressiste;Interne;Basse;Site Web de l'hôtel;Direct;Non;3;F;Faible;Canada;Québec;Montréal;Classique;36;1;284.66499999999996;284.66499999999996;331.0619605358984;62.552155201519525;0.0;Chambre Seule;6.692643400216817;361.343216759096
AB-00163;Local_Gourmet;Externe;Basse;Trivago;Intermediaire;Oui;5;F;Élevé;États-Unis;Autre;Non spécifié;deluxe;76;0;0.0;328.13;0.0;0.0;0.0;Chambre Seule;;11.58595579007404
AB-00164;Affaires_Solo;Interne;Basse;Site Web de l'hôtel;Direct;Non;11;M;Faible;Canada;Québec;Montréal;Classique;30;3;801.9749999999998;267.32499999999993;0.0;45.14105045773479;0.0;Chambre Seule;7.42180552573586;843.4233323199909
AB-00165;Congressiste;Interne;Basse;Site Web de l'hôtel;Direct;Non;2;F;Faible;Europe;France;Paris;Classique;17;5;1249.925;249.98499999999999;451.72326354446295;34.85295804952845;0.0;Forfait Gastronomique;7.961646935575009;1297.8970151469246
AB-00166;Congressiste;Interne;Basse;Expedia;Intermediaire;Non;6;M;Moyen;États-Unis;New York;Rochester;Classique;36;2;684.93;342.465;388.7783002876417;36.52131049887019;5.801248433940907;Chambre Seule;6.567664268783201;736.7728737822454
AB-00167;Affaires_Solo;Interne;Basse;Téléphone à l'hôtel;Direct;Non;11;M;Moyen;États-Unis;Autre;Non spécifié;deluxe;68;1;290.44999999999993;290.44999999999993;0.0;33.93448185304817;0.0;Chambre Seule;7.400392487699947;335.9985316382978
AB-00168;Local_Gourmet;Externe;Basse;Téléphone à l'hôtel;Direct;Non;5;M;Élevé;Canada;Ontario;Mississauga;deluxe;66;0;0.0;328.13;0.0;137.06800401745616;0.0;Forfait Gastronomique;7.438016955558006;169.74273424574125
AB-00169;Congressiste;Interne;Basse;Autre OTA;Intermediaire;Oui;12;F;Moyen;Canada;Autre;Non spécifié;Suite senior;94;0;0.0;402.5;0.0;0.0;0.0;Forfait Gastronomique;;0.0
AB-00170;Local_Gourmet;Externe;Basse;Courriel à l'hôtel;Direct;Non;12;M;Moyen;Canada;Québec;Laval;deluxe;70;0;0.0;219.79999999999998;0.0;155.59633618076407;36.8839054237388;Chambre Seule;8.101636500089821;211.56768520612604
AB-00171;Congressiste;Interne;Basse;Courriel à l'hôtel;Direct;Non;6;F;Élevé;Europe;France;Lyon;Suite senior;94;1;681.3749999999999;681.3749999999999;607.4385825772574;42.12110646065831;0.0;Chambre Seule;6.689600202994754;718.8130728104688
AB-00172;Affaires_Solo;Interne;Haute;Courriel à l'hôtel;Direct;Non;5;F;Élevé;Canada;Ontario;Toronto;Classique;37;3;906.015;302.005;0.0;59.91786907817467;0.0;Forfait Gastronomique;5.1478472518916565;963.7665531363377
AB-00173;Affaires_Solo;Interne;Basse;Booking.com;Intermediaire;Non;12;F;Faible;États-Unis;Autre;Non spécifié;Suite senior;95;2;805.0;402.5;0.0;59.13248126035537;31.77845564952287;Chambre Seule;7.915961325280115;910.5867046366296
AB-00174;Affaires_Solo;Interne;Haute;Airbnb;Intermediaire;Non;12;F;Moyen;Canada;Québec;Laval;Classique;52;3;606.9;202.29999999999998;0.0;73.87553582635272;12.317162095010131;Forfait Gastronomique;6.091030316343239;707.5869198806677
AB-00175;Local_Gourmet;Externe;Basse;Expedia;Intermediaire;Non;6;M;Moyen;États-Unis;Autre;Non spécifié;Classique;54;0;0.0;342.465;0.0;151.5997141103714;0.0;Chambre Seule;7.433321983606732;169.52659351470874
AB-00176;Loisirs_Couple;Interne;Haute;Téléphone à l'hôtel;Direct;Non;1;F;Moyen;Canada;Autre;Non spécifié;Classique;41;1;215.30499999999998;215.30499999999998;0.0;64.80553555668068;171.4199690842208;Forfait Gastronomique;8.852635277929744;517.7088814121961
AB-00177;Congressiste;Interne;Basse;Courriel à l'hôtel;Direct;Non;6;M;Faible;Europe;France;Lyon;Classique;51;4;1369.86;342.465;466.0194710295381;49.033664672587506;0.3148100195448715;Chambre Seule;6.9714998754400295;1424.3363030840337
AB-00178;Affaires_Solo;Interne;Basse;Autre OTA;Intermediaire;Oui;9;M;Élevé;États-Unis;California;Non spécifié;Suite senior;92;0;0.0;635.375;0.0;0.0;0.0;Chambre Seule;;14.535340771573168
AB-00179;Congressiste;Interne;Haute;Trivago;Intermediaire;Non;8;M;Moyen;États-Unis;California;Non spécifié;deluxe;78;1;390.92999999999995;390.92999999999995;359.1945818399543;31.085823890601603;56.89403243918009;Chambre Seule;6.545295910523949;496.44008011821626
AB-00180;Loisirs_Couple;Interne;Basse;Site Web de l'hôtel;Direct;Non;8;M;Faible;Canada;Ontario;Ottawa;Classique;3;1;359.80499999999995;359.80499999999995;0.0;87.31208033089871;169.2014449597907;Forfait Gastronomique;10.0;703.0118584776127
AB-00181;Local_Spa;Externe;Haute;Téléphone à l'hôtel;Direct;Non;12;M;Élevé;Canada;Ontario;Ottawa;Classique;1;0;0.0;202.29999999999998;0.0;53.47940611676474;150.01028871033495;Chambre Seule;8.088513001154862;260.09739552952675
AB-00182;Loisirs_Couple;Interne;Haute;TripAdvisor;Intermediaire;Non;8;F;Élevé;Europe;Autre;Non spécifié;deluxe;71;4;1563.7199999999998;390.92999999999995;0.0;112.68958022438866;177.22670160926225;Forfait Gastronomique;9.675688624408632;1909.5016747747054
AB-00183;Affaires_Solo;Interne;Haute;Expedia;Intermediaire;Oui;2;M;Faible;Europe;France;Marseille;Classique;4;0;0.0;249.98499999999999;0.0;0.0;0.0;Chambre Seule;;0.0
AB-00184;Affaires_Solo;Interne;Haute;Site Web de l'hôtel;Direct;Non;8;M;Faible;Canada;Québec;Québec;Classique;3;5;1799.0249999999996;359.80499999999995;0.0;77.57356427665985;0.0;Chambre Seule;6.044992018889689;1889.1806448567572
AB-00185;Congressiste;Interne;Basse;Téléphone à l'hôtel;Direct;Non;3;F;Faible;Canada;Ontario;Ottawa;Suite junior;86;1;415.66999999999996;415.66999999999996;579.5056904274663;;0.0;Chambre Seule;6.712423809832471;420.8822368054073
AB-00186;Local_Gourmet;Externe;Basse;Téléphone à l'hôtel;Direct;Non;10;F;Élevé;Canada;Ontario;Mississauga;Classique;49;0;0.0;302.005;0.0;136.33561209203344;3.759844661905191;Chambre Seule;7.67739735452926;161.99697630263447
AB-00187;Local_Gourmet;Externe;Haute;Expedia;Intermediaire;Non;5;F;Moyen;Europe;Autre;Non spécifié;Classique;4;0;0.0;302.005;0.0;156.15160756398888;46.90427098039716;Chambre Seule;5.83277327541122;237.47469684063952
AB-00188;Congressiste;Interne;Basse;Site Web de l'hôtel;Direct;Non;7;M;Moyen;États-Unis;New York;New York;Classique;16;1;330.9049999999999;330.9049999999999;643.8780712738825;34.615734198076744;18.54907541323663;Chambre Seule;7.904112036607037;392.36781652852324
AB-00189;Loisirs_Couple;Interne;Basse;Téléphone à l'hôtel;Direct;Non;9;M;Faible;Europe;Autre;Non spécifié;deluxe;77;1;346.96999999999997;346.96999999999997;0.0;106.57985525773333;197.5060738340605;Forfait Gastronomique;10.0;712.4977995871012
AB-00190;Affaires_Solo;Interne;Basse;Téléphone à l'hôtel;Direct;Oui;3;M;Faible;Canada;Autre;Non spécifié;Classique;10;0;0.0;284.66499999999996;0.0;0.0;0.0;Forfait Gastronomique;;0.0
AB-00191;Local_Gourmet;Externe;Haute;Booking.com;Intermediaire;Oui;8;F;Moyen;Autre;—;Non spécifié;deluxe;69;0;0.0;390.92999999999995;0.0;0.0;0.0;Forfait Gastronomique;;0.0
AB-00192;Loisirs_Couple;Interne;Haute;Trivago;Intermediaire;Non;3;M;Élevé;Canada;Ontario;Toronto;Classique;64;1;284.66499999999996;284.66499999999996;0.0;77.61861000903568;178.15972210520235;Chambre Seule;8.34264568859071;610.217097689937
AB-00193;Congressiste;Interne;Basse;Booking.com;Intermediaire;Oui;10;F;Moyen;États-Unis;Autre;Non spécifié;Classique;51;0;0.0;302.005;0.0;0.0;0.0;Chambre Seule;;2.1409374413020394
AB-00194;Affaires_Solo;Interne;Haute;Site Web de l'hôtel;Direct;Oui;5;F;Moyen;Canada;Québec;Gatineau;Classique;46;0;0.0;302.005;0.0;0.0;0.0;Chambre Seule;;0.0
AB-00195;Affaires_Solo;Interne;Basse;Téléphone à l'hôtel;Direct;Non;7;F;Élevé;Autre;—;Non spécifié;Classique;32;2;661.8099999999998;330.9049999999999;0.0;54.9200185982302;7.386938110579584;Chambre Seule;7.870404405131183;733.5568492603184
